"","rule","precision","recall"
"123","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.69935766,0.121065847
"124","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net1_disconnected},{saml.status.channel_B_CS_unknown}>",0.69922597,0.120583329
"125","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.69922597,0.120583329
"126","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net2_disconnected},{saml.status.channel_A_CS_unknown}>",0.69920909,0.114192027
"127","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net1_not_present,saml.status.energy_net2_disconnected},{saml.status.channel_A_CS_unknown}>",0.69881259,0.094087031
"128","<{saml.status.channel_B_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected},{saml.status.channel_A_CS_unknown}>",0.69851381,0.095584356
"129","<{saml.status.channel_B_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69851381,0.095584356
"130","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.69831327,0.093075088
"131","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_disconnected},{saml.status.channel_B_CS_unknown}>",0.69822021,0.118793033
"132","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.69822021,0.118793033
"133","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.69796474,0.098337189
"134","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69796474,0.098337189
"135","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present},{saml.status.channel_B_CS_unknown}>",0.69795633,0.105412577
"136","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.69795633,0.105412577
"137","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present},{saml.status.channel_B_CS_unknown}>",0.69795633,0.105412577
"138","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.697546,0.093663324
"139","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.697546,0.093663324
"140","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.69753215,0.1045409
"141","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_not_present},{saml.status.channel_B_CS_unknown}>",0.69718304,0.115625963
"142","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.69718304,0.115625963
"143","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.channel_B_CS_unknown}>",0.69718304,0.115625963
"144","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net1_not_present},{saml.status.channel_B_CS_unknown}>",0.69675068,0.114463172
"145","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.69657867,0.082872567
"146","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69657867,0.082872567
"147","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.69657867,0.082872567
"148","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69657867,0.082872567
"149","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.69653435,0.077500666
"150","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69653435,0.077500666
"151","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.69653435,0.077500666
"152","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.69653435,0.077500666
"153","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected},{saml.status.channel_A_CS_unknown}>",0.69613286,0.094996121
"154","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net1_disconnected},{saml.status.channel_B_CS_unknown}>",0.69605139,0.119151178
"155","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_B_CS_unknown}>",0.69563362,0.110985324
"156","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_net1_disconnected},{saml.status.channel_B_CS_unknown}>",0.69559017,0.117360881
"157","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.69537209,0.093075088
"158","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_B_CS_unknown}>",0.69533728,0.105412577
"159","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.69533728,0.105412577
"160","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net2_disconnected},{saml.status.channel_B_CS_unknown}>",0.69518817,0.113917595
"161","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.69518817,0.113917595
"162","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net1_disconnected},{saml.status.channel_B_CS_unknown}>",0.6951688,0.116878362
"163","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net2_disconnected},{saml.status.channel_B_CS_unknown}>",0.69491658,0.11119302
"164","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_generator_running},{saml.status.channel_A_CS_unknown}>",0.69421411,0.145280777
"165","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_disconnected},{saml.status.channel_A_CS_unknown}>",0.69413164,0.122487201
"166","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69413164,0.122487201
"167","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.channel_A_CS_unknown}>",0.69409228,0.117634174
"168","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69409228,0.117634174
"169","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_B_CS_unknown}>",0.69386623,0.108260747
"170","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net2_disconnected},{saml.status.channel_B_CS_unknown}>",0.69384503,0.113077259
"171","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present},{saml.status.channel_B_CS_unknown}>",0.69356348,0.107926708
"172","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.69356348,0.107926708
"173","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present},{saml.status.channel_B_CS_unknown}>",0.69356348,0.107926708
"174","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.69356348,0.107926708
"175","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_not_present},{saml.status.channel_A_CS_unknown}>",0.69353152,0.119540546
"176","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69353152,0.119540546
"177","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.channel_A_CS_unknown}>",0.69353152,0.119540546
"178","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69353152,0.119540546
"179","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_net2_disconnected},{saml.status.channel_A_CS_unknown}>",0.69344742,0.103314475
"180","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.69310433,0.100134123
"181","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net1_not_present},{saml.status.channel_A_CS_unknown}>",0.69290465,0.118364076
"182","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69290465,0.118364076
"183","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.channel_A_CS_unknown}>",0.69290465,0.118364076
"184","<{saml.status.channel_B_CS_unknown,saml.status.energy_generator_running},{saml.status.channel_B_CS_unknown}>",0.69285006,0.159717097
"185","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.69269244,0.110233445
"186","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_net2_disconnected},{saml.status.channel_A_CS_unknown}>",0.69249661,0.114780262
"187","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69249661,0.114780262
"188","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69232911,0.101639789
"189","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.69224422,0.107178393
"190","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net2_disconnected},{saml.status.channel_A_CS_unknown}>",0.69217262,0.104077833
"191","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69217262,0.104077833
"192","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69209716,0.111599936
"193","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.6920834,0.106144802
"194","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.6920834,0.106144802
"195","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present},{saml.status.channel_A_CS_unknown}>",0.6920834,0.106144802
"196","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_A_CS_unknown}>",0.69206516,0.10868406
"197","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present},{saml.status.channel_B_CS_unknown}>",0.69203663,0.101707609
"198","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_generator_running},{saml.status.channel_B_CS_unknown}>",0.69200886,0.08701779
